individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay
TMF20723,TMF20723lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
TMF20726,TMF20726lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
TMF20729,TMF20729lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
TMF20736,TMF20736lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4953,4953lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4951,4951lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4913,4913lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4908,4908lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4906,4906lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4905,4905lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4912,4912lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4900,4900lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4892,4892lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4890,4890lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4889,4889lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4861,4861lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4855,4855lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4856,4856lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4857,4857lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4868,4868lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4883,4883lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4840,4840lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4847,4847lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4849,4849lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4851,4851lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4879,4879lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3179,3179lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3186,3186lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3187,3187lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3203,3203lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3204,3204lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3207,3207lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3198,3198lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3197,3197lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3201,3201lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3199,3199lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3174,3174lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3173,3173lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3133,3133lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3164,3164lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3165,3165lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3177,3177lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3178,3178lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3124,3124lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3125,3125lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3126,3126lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3150,3150lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3151,3151lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3152,3152lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3902,3902lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3922,3922lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3905,3905lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3896,3896lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3894,3894lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
4037,4037lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3897,3897lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3920,3920lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3919,3919lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3883,3883lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3870,3870lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3876,3876lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3875,3875lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3887,3887lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3888,3888lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5119,5119lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5118,5118lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5117,5117lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5062,5062lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5024,5024lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5030,5030lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5115,5115lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5112,5112lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5111,5111lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5060,5060lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5058,5058lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5057,5057lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
5042,5042lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5044,5044lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
4994,4994lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5063,5063lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5035,5035lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5031,5031lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5033,5033lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5020,5020lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5023,5023lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
5038,5038lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
10577,10577lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10578,10578lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10613,10613lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10684,10684lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10685,10685lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10691,10691lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10455,10455lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10573,10573lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10574,10574lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10576,10576lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10686,10686lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
10689,10689lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,12,months,,ELISA
3074,3074lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3078,3078lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3083,3083lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3085,3085lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3086,3086lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3072,3072lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3073,3073lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3081,3081lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3097,3097lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
3118,3118lcif,UCI_TMF,brain,cerebral cortex,,,,,,,,TRUE,4,months,,ELISA
7549,7549p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7580,7580p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7684,7684p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
8062,8062p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
8123,8123p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
7772,7772p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
8350,8350p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
8382,8382p,UCI_TMF,blood,plasma,,,,,,,,TRUE,12,months,,ELISA
TMF20557,TMF20557p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20559,TMF20559p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20588,TMF20588p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20728,TMF20728p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20738,TMF20738p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20682,TMF20682p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
TMF20723,TMF20723p,UCI_TMF,blood,plasma,,,,,,,,TRUE,4,months,,ELISA
