individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,individualCommonGenotype,modelSystemName,officialName
11414,13215,,B-871-20,246362 [B-3],UCI_TMF,UCI_TMF,female,Mouse,N2-N1,11/2/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11412,13213,,B-871-20,246362 [B-3],UCI_TMF,UCI_TMF,female,Mouse,N2-N1,11/2/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11651,13456,,B-916-20,I-472/473,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11650,13455,,B-916-20,I-472/473,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11648,13453,,B-916-20,I-472/473,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11647,13452,,B-916-20,I-472/473,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11639,13444,,B-915-20,I-470/471,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11637,13442,,B-915-20,I-470/471,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11614,13419,,B-913-20,I-464/465,UCI_TMF,UCI_TMF,male,Mouse,N1,11/9/20,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
11457,13258,,B-877-20,I-437/438,UCI_TMF,UCI_TMF,female,Mouse,F3,11/3/20,12,months,,,7% standard,,,,,,,Abca7-V1599M_homozygous,C57BL6J,Abca7-V1599M,,
